1: 32'1/3
4436: 64'20/43
4437: 15'29/45
4438: 4817
4439: 13'122/1081
4440: 6'34/161
4441: 5'381/1564
4442: 57'615/671
4443: 8'103/186
4444: 17'169/1675
4445: 26'57/104
4446: 47'96113/100620
4447: 7/114
4448: 3644'482/833
4449: 7'224/1325
4450: 2'23/91
4451: 4760
4452: 4'1845/2528
4453: 57'5/8
4454: 143'21/25
4455: 1'13/23
4456: 23'11/17
4457: 73'9/20
4458: 6'1/5
4459: 29'355/667
4460: 1'368975/1336776
4461: 435
4462: 27'1/8
4463: 297/470
4464: 41'54/67
4465: 1187'5/14
4466: 142'83291/146400
4467: 5700
4468: 235'104/105
4469: 5'5/134
4470: 125/18144
4471: 1'1/36
4472: 14'49/675
4473: 134'929/1246
4474: 5'134/345
4475: 712
4476: 1'43/65
4477: 83'17/24
4478: 89'9/178
4479: 73'1/2
4480: 22'3/7
4481: 14'61/69
4482: 33'20/31
4483: 25/261
4484: 4'595/10032
4485: 418'6/7
4486: 954'324/679
4487: 78'53/187
4488: 2145'13/70
4489: 61'433/475
4490: 29'37/47
4491: 13'1/2
4492: 395
4493: 371'5/7
4494: 4'43/73
4495: 67'35/67
4496: 7/15
4497: 52/225
4498: 29'1/13
4499: 27/85264
4500: 1427/7650
4501: 82'2/5
4502: 49'2653/8815
4503: 15'29/64
4504: 4'1/5
4505: 5/13
4506: 13'15314/29145
4507: 36'269/351
4508: 1'317/5720
4509: 3'179/276
4510: 57'22/31
4511: 2226
4512: 32'61/6877
4513: 31'11/19
4514: 2472'8/15
4515: 16
4516: 52'29/71
4517: 80
4518: 2011'21/29
4519: 76'10/23
4520: 8408'10/47
4521: 1449665/28557672
4522: 30'5198/5335
4523: 38'129391/207138
4524: 1938'6/19
4525: 7
4526: 107'1/5
4527: 3
4528: 34'720/1241
4529: 10'1/2
4530: 66'225/388
4531: 259/1728
4532: 65
4533: 8'1537/2496
4534: 9'9/49
4535: 8'6/85
4536: 482'31/75
4537: 2'10/11
4538: 8'1/8
4539: 50
4540: 162'17/23
4541: 1'6812/24381
4542: 11'19/107
4543: 238'9/19
4544: 20'7/19
4545: 73'11/13
4546: 25/477
4547: 26'412/1495
4548: 56'149/255
4549: 27'21/32
4550: 19'1/3
4551: 4'17/28
4552: 35'34/35
4553: 14'28/31
4554: 2'131/925
4555: 764'840/1829
4556: 7/132
4557: 15675/613988
4558: 35'62/65
4559: 8'13/36
4560: 49
4561: 6936'7/18
4562: 56'5/13
4563: 12'79/320
4564: 21'647/713
4565: 134'171/208
4566: 19/120
4567: 2'895/1728
4568: 1'1/30
4569: 19'15/58
4570: 95'15/61
4571: 10033/9597952
4572: 32'1483/9256
4573: 4891
4574: 245'5/11
4575: 5'17/140
4576: 101/136
4577: 210
4578: 579'21/41
4579: 10'5213/10824
4580: 21/37
4581: 120'6/7
4582: 72'2687/3045
4583: 7790
4584: 49'37/44
4585: 19/17280
4586: 11'1/10
4587: 15'23/94
4588: 100/531
4589: 7'82/133
4590: 7526'14/29
4591: 91'35/38
4592: 7'83/330
4593: 31'84/85
4594: 323/2145
4595: 22'282/299
4596: 41'2705/3416
4597: 226'4/5
4598: 1'58091/64408
4599: 35'200/217
4600: 3'123/256
4601: 70
4602: 63'18/37
4603: 357'29/88
4604: 54
4605: 68'1658/1739
4606: 14'7/13
4607: 9572'4/7
4608: 57'25/32
4609: 60'1/222
4610: 179'5459/5520
4611: 30'255/664
4612: 117'37/91
4613: 60906/79135
4614: 50'8/17
4615: 12'40/59
4616: 97'110/603
4617: 396'8601965/13032066
4618: 841/912
4619: 80'97/211
4620: 1'2771/7303
4621: 6'4/9
4622: 468
4623: 81'33/65
4624: 19/1730
4625: 5'61/69
4626: 2697/2984
4627: 3'76/87
4628: 875
4629: 3'156/313
4630: 29
4631: 17'343376/435965
4632: 29/2618
4633: 5/37
4634: 6'33/58
4635: 395'1/5
4636: 135
4637: 1'14/69
4638: 1549'1/25
4639: 4'28/187
4640: 1592'47/61
4641: 12
4642: 81'6723/8690
4643: 5166/6343
4644: 1'3/4
4645: 106
4646: 2'109/323
4647: 12'33/52
4648: 3021
4649: 11'581/624
4650: 109'6/31
4651: 2'2/3
4652: 4'10/141
4653: 1296
4654: 367'3/4
4655: 191'7/11
4656: 8903'3/17
4657: 92'40/91
4658: 14
4659: 2'7072/15853
4660: 45'5/18
4661: 410'347/970
4662: 22/23
4663: 1'323/1392
4664: 0
4665: 2'13/17
4666: 61/1218
4667: 9
4668: 24'12/41
4669: 18'2/3
4670: 40'21/34
4671: 49973/94180
4672: 2844/56575
4673: 20844/8218705
4674: 27/325
4675: 5/6
4676: 465'1/7
4677: 225
4678: 1'29074/98987
4679: 59'45/52
4680: 10
4681: 465/2272
4682: 108
4683: 239'1/7
4684: 112'1109/2618
4685: 86'18/37
4686: 2442'23/210
4687: 298'2/71
4688: 53/94
4689: 4'120757/192960
4690: 3'7/15
4691: 5267
4692: 3'11611/13110
4693: 1'145/168
4694: 513/11662
4695: 98'159/217
4696: 161'2199/5041
4697: 21'96/107
4698: 73'41/93
4699: 171/2144
4700: 283140
4701: 2291'1063/1204
4702: 58'17/37
4703: 5'20/41
4704: 1'319/608
4705: 8'487/736
4706: 61'233/832
4707: 10'62729/67452
4708: 129'24477/387205
4709: 27'1907/2651
4710: 90'2/47
4711: 91'5/84
4712: 29'581/625
4713: 20'1/29
4714: 93'2/7
4715: 61/1350
4716: 6'862/1343
4717: 8'15/94
4718: 65'17/100
4719: 112979'5/11
4720: 12'4/5
4721: 103
4722: 6'2/5
4723: 16'308/10147
4724: 2'13/36
4725: 1151/7920
4726: 81'1/29
4727: 62'81/116
4728: 153'11/53
4729: 169'39/236
4730: 158'10/11
4731: 92'17/23
4732: 154'1189/4095
4733: 5'13/35
4734: 6'143/180
4735: 388'32/49
4736: 12'12/47
4737: 66
4738: 28'4/29
4739: 258187932/272477765
4740: 81
4741: 18'3/28
4742: 43'35/88
4743: 3468'24/47
4744: 159/3404
4745: 6'16443/82777
4746: 15
4747: 9'173/297
4748: 111'512/1749
4749: 77'425/483
4750: 6'29/46
4751: 111'347/918
4752: 3'85/2324
4753: 10/481
4754: 293'13/31
4755: 3895/80808
4756: 17/135
4757: 67'5283/7375
4758: 204'9/20
4759: 16'454/3393
4760: 7'9912/16259
4761: 1'5/2536
4762: 43'4551/7475
4763: 19227/747250
4764: 1'14209/16605
4765: 32'12/85
4766: 107'25/41
4767: 205/3312
4768: 44'993/1400
4769: 82'299/407
4770: 3
4771: 19'2930/8189
4772: 23/486
4773: 234'23/71
4774: 34'687/3458
4775: 7'10/41
4776: 201'39/47
4777: 81'972/6811
4778: 140'14/23
4779: 3277'74/75
4780: 88
4781: 4'908/1085
4782: 1'323/2511
4783: 22'4/17
4784: 85'97/111
4785: 32'25/29
4786: 17'39/152
4787: 256/222075
4788: 234
4789: 14'201/322
4790: 2'3/1463
4791: 243/5120
4792: 4'3988/4109
4793: 75
4794: 54'5687/8265
4795: 81'5/49
4796: 652087'349/418
4797: 194'4/19
4798: 3'77/1395
4799: 584/1325
4800: 19'319/702
4801: 9'405/1972
4802: 87'2/9
4803: 1'16084/20097
4804: 40'43/65
4805: 16
4806: 6'7/16
4807: 17'183/209
4808: 3235/35217
4809: 78
4810: 1209'4/11
4811: 1143'305/464
4812: 1'15/76
4813: 6/7
4814: 29/4836
4815: 5'62440/70587
4816: 29147/50127
4817: 111'770/1027
4818: 66'169/4700
4819: 17391/88064
4820: 19'163/166
4821: 11'2/3
4822: 197'19/73
4823: 2'1/22
4824: 10512/140699
4825: 68/203
4826: 9702'412/2047
4827: 111
4828: 27'23/51
4829: 295'95/97
4830: 33
4831: 2'38417/93060
4832: 3'43/99
4833: 111
4834: 392'25/66
4835: 50'18/43
4836: 6'1843/2511
4837: 1'361/875
4838: 181'2/7
4839: 7'17/45
4840: 7'32/63
4841: 4946'29/57
4842: 1'853/1275
4843: 1'354/1805
4844: 1'8138/9401
4845: 29'1/4
4846: 5'37063/45600
4847: 3'79/100
4848: 368'2/3
4849: 53
4850: 75'495/1781
4851: 13/348750
4852: 4'62/133
4853: 6'2852/8645
4854: 217'7/17
4855: 87'67/98
4856: 33'577/1320
4857: 46'65/119
4858: 5'4/93
4859: 12'68/75
4860: 28'32/145
4861: 1257'33/41
4862: 59
4863: 92'10/13
4864: 273'3/8
4865: 84'31145/42532
4866: 77/720
4867: 18'11/19
4868: 267'9/43
4869: 3'103/105
4870: 5'171415/227052
4871: 25/31008
4872: 88'63/68
4873: 95'24/77
4874: 90'14/15
4875: 83/284
4876: 161'5/11
4877: 68/325
4878: 103'1/3
4879: 74
4880: 5899'36/61
4881: 7'7355/9804
4882: 14'1277/1800
4883: 31'577/1424
4884: 2'2249/11178
4885: 30'1/15
4886: 34177/34960
4887: 2'6/17
4888: 10'2179/3900
4889: 2800
4890: 1760
4891: 16523/235025
4892: 2'1799/2145
4893: 260'52/61
4894: 3'55/204
4895: 167
4896: 352'12/1007
4897: 65
4898: 76'2/9
4899: 17'5/19
4900: 94'3601/13160
4901: 267/109802
4902: 258/293
4903: 7'31/105
4904: 2352
4905: 45
4906: 32'1308061/3034125
4907: 153'36/41
4908: 9/89
4909: 82'5963/6254
4910: 6'359/1029
4911: 1/18
4912: 16547'159/203
4913: 8'703/1100
4914: 38'4307/8432
4915: 25'2/31
4916: 71
4917: 53'9/62
4918: 84'199/3738
4919: 6'2/3
4920: 72'40/93
4921: 82'31/77
4922: 13'18/25
4923: 95'89/95
4924: 5/64
4925: 18'7/18
4926: 1'23/61
4927: 96'145/286
4928: 2'2101/2250
4929: 2/67
4930: 5/25024
4931: 1'1673/2622
4932: 96'11/70
4933: 494'55/92
4934: 96'64/69
4935: 280
4936: 291'23/35
4937: 26'233/1015
4938: 47'211703/239772
4939: 19'17/23
4940: 15'8/9
4941: 20'185/344
4942: 59/160
4943: 57'43/51
4944: 11'2569/2844
4945: 42'2318/4753
4946: 51'31/383
4947: 250'70/71
4948: 11'425/609
4949: 1'11/51
4950: 3'23/31
4951: 492/925
4952: 4849/225120
4953: 58'22219/23450
4954: 85'27/287
4955: 13'8503/14378
4956: 1'438/2231
4957: 17/310
4958: 207'15/41
4959: 43'33/80
4960: 67
4961: 29/30
4962: 145'32/45
4963: 39'13/14
4964: 73/11880
4965: 50'138/527
4966: 102'1/2
4967: 1'228/781
4968: 28'11/46
4969: 1207/1749
4970: 4'19/49
4971: 135'6/7
4972: 74/649
4973: 3'34681/777976
4974: 2'235/782
4975: 13/259
4976: 3'8021/31262
4977: 141'3/8
4978: 696/2231
4979: 1'27/38
4980: 469/891
4981: 6'67817/91883
4982: 44'76/89
4983: 155
4984: 52'29/93
4985: 22'4/5
4986: 38/799
4987: 4'178/555
4988: 7'38269/174116
4989: 6'14673/20500
4990: 1'25/38
4991: 87'113/132
4992: 84'16/77
4993: 1'1351/2400
4994: 3'19/66
4995: 1239
4996: 3'4645/5733
4997: 2'751/1494
4998: 35'18897979/23492154
4999: 282/354631
5000: 2375/40664
5001: 125
5002: 148'3/50
5003: 142/279
5004: 532'4/61
5005: 891'49/61
5006: 9'251/570
5007: 25'351/682
5008: 32
5009: 2'1024/1395
5010: 12687'1/7
5011: 142'3/8
5012: 83'60/61
5013: 8075/14322
5014: 288'427/741
5015: 15'17/24
5016: 1/595
5017: 17/880
5018: 151'30/91
5019: 58'1383/1702
5020: 20
5021: 103'2/49
5022: 14'140/261
5023: 59'9/43
5024: 15399/209440
5025: 30'70/99
5026: 1'40467/45425
5027: 57
5028: 2425'1/5
5029: 259'281/330
5030: 665'115/133
5031: 85/1891
5032: 21/725
5033: 6'9/17
5034: 8'25947/95200
5035: 25'52/53
5036: 37/693
5037: 45'1/22
5038: 104'8/53
5039: 1753/4539
5040: 89'17/75
5041: 1'949/1632
5042: 4'673/992
5043: 5504
5044: 2906
5045: 2590
5046: 24'221/705
5047: 3/1456
5048: 240'164/275
5049: 62'14/407
5050: 10'1/10
5051: 2
5052: 51/400
5053: 394'1675/3822
5054: 14'314/357
5055: 2'1566/2449
5056: 199'48/89
5057: 450
5058: 51
5059: 83'455/629
5060: 990
5061: 577'5/9
5062: 7'10/17
5063: 2726/6897
5064: 76'313/675
5065: 328'1/2
5066: 27
5067: -126'1142/3081
5068: 1307/3666
5069: 108'230/241
5070: 38'3/14
5071: 240
5072: 4'19/43
5073: 45'31459/42273
5074: 33'10/37
5075: 2'11/40
5076: 198'3/8
5077: 1'7/40
5078: 26'205/392
5079: 1'1/138
5080: 13'172/875
5081: 92'143/424
5082: 14'2133/2257
5083: 6'604/1045
5084: 3'59/92
5085: 15'1453/10201
5086: 149/774
5087: 69/1925
5088: 17
5089: 58'77/82
5090: 518
5091: 83'61/69
5092: 49'1321/17136
5093: 67/1296
5094: 21'4/11
5095: 1'83/273
5096: 6'501/616
5097: 83'13/27
5098: 26'298/533
5099: 72'807/950
5100: 1295/9752
5101: 8'274/975
5102: 5'1289/3315
5103: 45
5104: 3'7/29
5105: 1'16/33
5106: 191'38/89
5107: 3'1/6
5108: 85'12731/17885
5109: 11'95/1679
5110: 141/236
5111: 36'44347/51798
5112: 55'150/253
5113: 2'1195/4187
5114: 2'181/273
5115: 21'3307/5083
5116: 43'2/185
5117: 7'67/96
5118: 1763'218/539
5119: 86'23/45
5120: 57
5121: 13
5122: 41
5123: 44'84/95
5124: 64'275/648
5125: 271/5723
5126: 20'15/34
5127: 73'76/165
5128: 16
5129: 209/520
5130: 7'5/12
5131: 58
5132: 7'2/39
5133: 47/49
5134: 157'7/17
5135: 5221'29/31
5136: 61/5520
5137: 23'233/497
5138: 226'24/49
5139: 22/29
5140: -1'146627/214223
5141: 1961/3321
5142: 10'79/1210
5143: 30/73
5144: 54004/55671
5145: 2'253771/2026508
5146: 689'59/1116
5147: 21'72/287
5148: 85'37/59
5149: 69'15666/51911
5150: 1/12240
5151: 31'36/79
5152: 68'1/4
5153: 3'5029/5913
5154: 95'1319/1472
5155: 743
5156: 29'5/31
5157: 1645
5158: 8'2/17
5159: 10'577/957
5160: 416'227/475
5161: 11/234
5162: 12'40/47
5163: 24'31/94
5164: 128
5165: 2'16/51
5166: 81'1382/4851
5167: 61/110
5168: 35'563/576
5169: 5'21/32
5170: 2/7
5171: 5'3/4
5172: 38/41
5173: 1'16/83
5174: 184/273
5175: 6'28/57
5176: 7/360
5177: 19'5507/5980
5178: 8'1209/1927
5179: 10'281/414
5180: 231823'2/5
5181: 76'6/17
5182: 25
5183: 27'18/35
5184: 19'893/1666
5185: 3671
5186: 17'28/61
5187: 18'31/594
5188: 21/1864
5189: 26'35/68
5190: 91'1/120
5191: 14'1/2
5192: 134/3913
5193: 309824/13203729
5194: 6'26/31
5195: 183'3/11
5196: 105'13/17
5197: 26/783
5198: 3'108571/182600
5199: 40'79/117
5200: 16'5183/6853
5201: 293'20/39
5202: 546
5203: 4'2095/4392
5204: 24/1027
5205: 26'1789/2025
5206: 294/5239
5207: 36'1351/1824
5208: 2'2263/2332
5209: 4'1403/4998
5210: 53298
5211: 133'2/3
5212: 685'27/49
5213: 1'3/11
5214: 17662'1/2
5215: 327'80/153
5216: 55'37/48
5217: 114'6/7
5218: 94'10/11
5219: 51
5220: 159'2/3
5221: 8'15/16
5222: 4'2813/3528
5223: 1'33/43
5224: 45'957/8911
5225: 243'1253/6724
5226: 7'21/22
5227: 1'33/35
5228: 108'29/39
5229: 266'283/2923
5230: 3'15/23
5231: 287'4144/5795
5232: 1'43/1800
5233: 6'37/67
5234: 93'41/46
5235: 3009
5236: 1'9/41
5237: 1'47/133
5238: 97'1/2
5239: 1'4/9
5240: 114'37/42
5241: 118/135
5242: 64'9/35
5243: 1'78160/124867
5244: 111'3/11
5245: 59'8/23
5246: 8'97/123
5247: 396/4321
5248: 5'1299/1375
5249: 2'3/20
5250: 193/22797
5251: 3'1/5083
5252: 2567/15312
5253: 64/93
5254: 1'19/39
5255: 15'3/14
5256: 5'3046/9009
5257: 24'17/18
5258: 76'793/1161
5259: 127'32/61
5260: 6'167/298
5261: 9900
5262: 600
5263: 1067
5264: 5'6367/6615
5265: 1769/1950
5266: 166
5267: 11096/13035
5268: 9'209/1131
5269: 35'5/29
5270: 187'2/3
5271: 130'73/141
5272: 239'47367/169979
5273: 725/24123
5274: 7'677489/1464203
5275: 53'177/256
5276: 1'3847/16198
5277: 37'19/42
5278: 1'14/23
5279: 1846'12/19
5280: 41237'37/99
5281: 10'99/100
5282: 1'18/629
5283: 178'4912/7031
5284: 20'12/19
5285: 7315
5286: 1'2083/10017
5287: 32'1/2
5288: 626'53/76
5289: 642/979
5290: 1320311/2001230
5291: 12'35/64
5292: 1'41/516
5293: 6132
5294: 842'15/136
5295: 78'24/47
5296: 1172
5297: 10'11/25
5298: 51'3/67
5299: 50'116/231
5300: 17/312
5301: 97/430
5302: 71'23/59
5303: 7'27613/127166
5304: 6'27115/51428
5305: 1'11/21
5306: 27/188
5307: 23'13/18
5308: 33
5309: 56'17/20
5310: 2'31/81
5311: 259'1/5
5312: 5/27
5313: 491
5314: 29'37/39
5315: 829'73/98
5316: 1'2366/8415
5317: 16
5318: 1'2487/3625
5319: 54'3/23
5320: 2844/17759
5321: 79'4329/140360
5322: 4080
5323: 86'2659/3969
5324: 203/2160
5325: 3'1/3
5326: 17
5327: 55/1476
5328: 544/2025
5329: 1'257/2688
5330: 8/15
5331: 152'8/21
5332: 3107'7/67
5333: 76'27/125
5334: 95'144/209
5335: 127/1275
5336: 11/225
5337: 8'383/728
5338: 7'15277/36278
5339: 702
5340: 134'56/71
5341: 21'1421/2775
5342: 1'41/42
5343: 43/1599
5344: 10'2/115
5345: 13224
5346: 152'4/49
5347: 101'36193/148770
5348: 10400/11773
5349: 12'6139862/8352733
5350: 70'17/25
5351: 4'817/1128
5352: 13/108
5353: 35'8/15
5354: 99'43/83
5355: 11'72417/78430
5356: 31'4145/4608
5357: 4'5827/14820
5358: 47/9801
5359: 319
5360: 2205'12/31
5361: 60'1/3
5362: 173/2303
5363: 50/1003
5364: 21'383/600
5365: 21
5366: 464'43/520
5367: 8
5368: 16'587/2635
5369: 31'5/474
5370: 147
5371: 2161'26/59
5372: 317'19/110
5373: 39
5374: -2'179/210
5375: 62'16/35
5376: 190'33/2627
5377: 25'1/8
5378: 249/770
5379: 4/59
5380: 20'107/212
5381: 10'3650/16093
5382: 72'362242/368809
5383: 3'38/65
5384: 191
5385: 1507'11/103
5386: 13/59
5387: 9'842/1425
5388: 293'4/13
5389: 45'1/10
5390: 91
5391: 266'4/31
5392: 5011/114114
5393: 10'127/368
5394: 3'7636/7839
5395: 106'1/3
5396: 1'401/1078
5397: 92'3/10
5398: 3'93/95
5399: 324
5400: 55'27/91
5401: 291/5032
5402: 209'19/637
5403: 71388'351/2537
5404: 581/7920
5405: 659'2/387
5406: 104'53/83
5407: 131'17/91
5408: 50592/116017
5409: 1'1/7
5410: 1'2877/5146
5411: 9
5412: 39'21/29
5413: 2'27/61
5414: 165'19643/41078
5415: 33'9/29
5416: 20'140/157
5417: 122'1129/5964
5418: 86'3581/7700
5419: 83'65/83
5420: 27'9/22
5421: 55'199/377
5422: 10'16285/19228
5423: 45'173965/198058
5424: 878/931
5425: 58/67683
5426: 5'873593/1792080
5427: 50'12113/21021
5428: 41232'319/4692
5429: 2'1/50
5430: 67'8/13
5431: 83567/705250
5432: 87
5433: 45/42224
5434: 2'32/39
5435: 81'9/40
5436: 125'1789/2485
5437: 3216'1/3
5438: 94'52/53
5439: 98'3/4
5440: 95'29/33
5441: 422
5442: 14'15/16
5443: 9'3/8
5444: 135'31/61
5445: 3'3/8
5446: 1'3383/11040
5447: 29017'14/25
5448: 60'5/27
5449: 5'19/40
5450: 4'20/21
5451: 3'17551/63000
5452: 102
5453: 4588
5454: 55
5455: 19/32
5456: 5'2/7
5457: 67
5458: 71855
5459: 2840'24/31
5460: 4345
5461: 14'62/81
5462: 7401224'8/95
5463: 2'8951/18270
5464: 5'493/775
5465: 18'6/13
5466: 1131
5467: 6'970/1273
5468: 21'309/598
5469: 75'3/41
5470: 201/32980
5471: 176
5472: 16'29/30
5473: 100'1315/2332
5474: 168'5/9
5475: 7'7/8
5476: 297/2546
5477: 3194
5478: 1634/2325
5479: 9'1/10
5480: 4'17305/71036
5481: 76'57/58
5482: 8/3969
5483: 47
5484: 28'30/71
5485: 2'1093/10075
5486: 3'2345/7029
5487: 54'41/48
5488: 13'9/11
5489: 23
5490: 44173/176008
5491: 72'29/39
5492: 135
5493: 90'7/24
5494: 54
5495: 53'1/28
5496: 3576
5497: 13'1/11
5498: 65'22/35
5499: 42'31/76
5500: 115'65/81
5501: 16'17/58
5502: 25'19/37
5503: 52'1588/3185
5504: 80'32/39
5505: 17469'11/21
5506: 66'22/37
5507: 2688'294/835
5508: 2'1/4
5509: 5'4/33
5510: 103'103/551
5511: 37'24/37
5512: 114'1/2
5513: 4'83/130
5514: 7'3343/4473
5515: 10/6003
5516: 26'58/63
5517: 253/3040
5518: 1'69/122
5519: 24/65
5520: 3'12/29
5521: 100'32577/33098
5522: 18'58/63
5523: 1'512/591
5524: 114'570/2059
5525: 1'49/61
5526: 5'45/58
5527: 2'317/810
5528: 1753'10/17
5529: 5'173/456
5530: 23'26/115
5531: 19'7/19
5532: 76'24838/45315
5533: 26'22/49
5534: 77
5535: 14039/57684
5536: 1'5/72
5537: 118
5538: 251/440
5539: 175/2279
5540: 10'3101/5976
5541: 6'241/464
5542: 81
5543: 1'4285/9996
5544: 6/73
5545: 3069
5546: 235'753103/754538
5547: 2'44/533
5548: 338'4/7
5549: 51/550
5550: 73'2027/6336
5551: 138
5552: 177413/1848512
5553: 154'2/3
5554: 60'2/81
5555: 250/2816973
5556: 94
5557: 85'4/57
5558: 142'190/553
5559: 72'1/6
5560: 34'47/48
5561: 55
5562: 5'203/228
5563: 52'5/24
5564: 3'9/47
5565: 15
5566: 170'25/34
5567: 120'15/49
5568: 3'8/69
5569: 19'31/41
5570: 4011'61/75
5571: 253/5194
5572: 11407
5573: 56'5/14
5574: 5'118967/190588
5575: 109'4649/5130
5576: 37'11/16
5577: 4'662/3053
5578: 9
5579: 22'55/58
5580: 342'4/5
5581: 34/1235
5582: 37'16/47
5583: 8'6/7
5584: 9'6/11
5585: 1137'8/21
5586: 15/91
5587: 605/3772
5588: 1'137/1235
5589: 5'733/1044
5590: 7'15/83
5591: 100'138/425
5592: 2'644/1395
5593: 3/152
5594: 5497/10032
5595: 2'82/165
5596: 1168
5597: 69
5598: 17'214/7209
5599: 83
5600: 48'22828/23925
5601: 125'32/47
5602: 2091/3640
5603: 40'511/884
5604: 70
5605: 3'12125/55738
5606: 2'5771/16732
5607: 57'632/999
5608: 4/17425
5609: 76/9269
5610: 11544'24/29
5611: 1'1872453/2998658
5612: 173
5613: 111'244/299
5614: 2'22123/43435
5615: 2'12/71
5616: 49'9/71
5617: 15'997/1250
5618: 3/40
5619: 2'13/42
5620: 610/621
5621: 60'25/41
5622: 1'275/1183
5623: 49/1472
5624: 53'59/68
5625: 9/194
5626: 29'8/23
5627: 8/81
5628: 127
5629: 9952/113715
5630: 35/89
5631: 45'15/73
5632: 556'159/352
5633: 8'13/22
5634: 300'2/3
5635: 70'2/5
5636: 1'2/5
5637: 4'21/55
5638: 66/83
5639: 4'45/68
5640: 150/587
5641: 68'261/4576900
5642: 6300
5643: 207'77/94
5644: 87'51763/156009
5645: 137'4/7
5646: 35
5647: 1'38/91
5648: 86'9/31
5649: 85'1195/1316
5650: 5/17
5651: 12
5652: 2'606/1943
5653: 29'649/3182
5654: 10'31/3738
5655: 1943/2312
5656: 45/781
5657: 18'43/96
5658: 90'2/17
5659: 117'30/37
5660: 69'47/60
5661: 15'429/488
5662: 57
5663: 20'112/365
5664: 10'37389289/400025736
5665: 2'17512/18795
5666: 146
5667: 73/77
5668: 6'142/163
5669: 1'61/216
5670: 524'19/44
5671: 12'4385/21658
5672: 32'9/97
5673: 11'2519/2975
5674: 61'184/395
5675: 657'95/693
5676: 83'1/4
5677: 39146/346275
5678: 9207
5679: 28'213/4450
5680: 5461/27729
5681: 2058
5682: 1'16707/30368
5683: 407'835/1351
5684: 59'7/12
5685: 83
5686: 23'4/7
5687: 3800
5688: 83
5689: 76'7/19
5690: 45'5888/11515
5691: 86'11/89
5692: 5'3487/8740
5693: 138
5694: 3751/17595
5695: 8'57/338
5696: 186'2557/3828
5697: 899'19/31
5698: 45'29/75
5699: 45'70/817
5700: 385/6318
5701: 25
5702: 151/1250
5703: 3645
5704: 9'3653/9444
5705: 1'39/56
5706: 106'7/88
5707: 224
5708: 17/44
5709: 258/2261
5710: 293'7/12
5711: 64'31/86
5712: 4'21/116
5713: 10571
5714: 3'76/441
5715: 6'5/18
5716: 11/38
5717: 79/88
5718: 6'242/255
5719: 741
5720: 1'223/323
5721: 17'174/275
5722: 7'2565/4004
5723: 34'4/23
5724: 1'153773/450065
5725: 2'49727/105468
5726: 27'4574/7565
5727: 16200
5728: 152
5729: 11
5730: 64'51/77
5731: 34'5/29
5732: 74
5733: 4'89/91
5734: 52142/62271
5735: 224'232/529
5736: 3120/5191
5737: 39'143/2670
5738: 10'14/6025
5739: 71
5740: 40'13/35
5741: 115'5/13
5742: 6'40/399
5743: 43'857/5915
5744: 1'4346/5467
5745: 6'666/2125
5746: 9794/20349
5747: 16'17/31
5748: 1'424/1083
5749: 18'1/5
5750: 2442'1595/4233
5751: 186'21/37
5752: 26'17/18
5753: 2500
5754: 3/107
5755: 84150
5756: 27'30722/42195
5757: 211'1993/2125
5758: 6237/740440
5759: 205
5760: 455
5761: 85'15/49
5762: 21'3/16
5763: 6'3407/3569
5764: 1495'1/9
5765: 33/158
5766: 1'1229/1410
5767: 11/13
5768: 203/2650
5769: 932'195457/320400
5770: 641'1/4
5771: 101728
5772: 273'19/22
5773: 173'169/256
5774: 96/139
5775: 7'29/90
5776: 56/1079
5777: 65'16/69
5778: 363'16/17
5779: 7'806059/5731040
5780: 67'1745/3339
5781: 2'457/2640
5782: 2/5
5783: 1'10330/26973
5784: 55'2/7
5785: 49'2446/2573
5786: 2183/3333
5787: 6'17/162
5788: 354'1/3
5789: 575'3/5
5790: 54'8/13
5791: 142'19/22
5792: 51/572
5793: 31/46
5794: 42
5795: 53'37/112
5796: 784'4/15
5797: 58
5798: 187'1/5
5799: 40'39112/145493
5800: 74'11/12
5801: 84'16/21
5802: 3294
5803: 133/328
5804: 18'13525/13916
5805: 74'44/59
5806: 76'3/41
5807: 63'3/25
5808: 4'296/615
5809: 124
5810: 43'89/144
5811: 5'26089/46546
5812: 1'139/160
5813: 101'1/9
5814: 8'22633/42460
5815: 465'25/132
5816: 3'6/17
5817: 26'142/169
5818: 140
5819: 143'2199/5092
5820: 66'5/29
5821: 4/29
5822: 12'1/13
5823: 343/5504
5824: 6'5177/10830
5825: 57
5826: 27'45/46
5827: 71/5040
5828: 16/23
5829: 2'685/6789
5830: 121/630
5831: 90'1301/1360
5832: 309'368/1937
5833: 43/337624
5834: 276
5835: 3'939/1577
5836: 55'3/4
5837: 45'478/621
5838: 7'4621/32994
5839: 46'7/10
5840: 258'158/209
5841: 67/2018
5842: 67'503/3363
5843: 19/210
5844: 165'53/288
5845: 110'39/385
5846: 1775'281/2303
5847: 83'41/119
5848: 85'4/11
5849: 1646'2/17
5850: 172'16551/64883
5851: 7'188/315
5852: 80
5853: 94'1/19
5854: 76
5855: 13'1895501/2922504
5856: 6'27/34
5857: 540
5858: 34'3/4
5859: 25'12/41
5860: 217/258
5861: 141'24/35
5862: 5'335633/480480
5863: 173/3690
5864: 1'3/8
5865: 2006'2/5
5866: 31/32
5867: 35'241/330
5868: 231
5869: 88'46033/62700
5870: 4
5871: 4234
5872: 365'5/26
5873: 38'2374/6111
5874: 280
